tittle,review,stars
Saya akan meletakkan titik NOL jika ada.,"Saya tidak ingin menyebutkan secara detail karena terlalu banyak kekecewaan, selain judul sudah jelas, tho. Saya terbang bertahun-tahun yang lalu dan memutuskan untuk tidak melakukannya lagi tetapi karena TripAdvisor hanya dapat memperbarui untuk satu tahun sejarah, maka saya taruh di sini pada Januari 2017.",1
Harus diperbaiki manajemennya,"Saya tidak mengerti dengan manajemen  Air. Saya waktu itu ada Perjalanan Dinas ke Medan, kami berangkat 8 orang dari Kantor. saat itu kami kehabisan tiket maskapai  jadi terpaksa memilih  Air untuk tiket pulangnya. salah 1 teman saya sudah duluan sampai bandara, sedangkan kami bertujuh sampai pukul 12.00 tepat 1 jam sebelum flight. ketika kami melakukan Check-in ternyata petugas  mengatakan ""Pesawatnya full, pesawat yang datang berbeda dari yang seharusnya jadi kapasitasnya berkurang"". setelah kami berdebat, mereka beralasan lain ""Ada crew  yang ikut di pesawat itu"" jadi kami tidak bisa masuk, padahal Logikanya ""pelanggan itu adalah raja"" harusnya  mendahulukan pelanggan daripada crew. Kami tidak telat check-in, dan saat 1 teman saya yang sudah didalam pesawat dia mengatakan memang pesawatnya full. Lalu siapa yang meduduki 7 kursi kami? karena tidak ada crew yang duduk dikursi penumpang. padahal kami sudah booking dari hari pertama kami tiba di Medan. Pelayanannya buruk, manajemen buruk, dan sering melakukan pelanggaran.",2
Maskapai terburuk yang ada,"Saya tidak pernah mengalami penerbangan dengan  air yang berangkat tepat waktu. Ada lagi delay tiga jam penerbangan, yang hanya memakan waktu 50 menit, tidak ada yang memberi tahu kami dengan benar dan semuanya hanya kekacauan. Saya akan mencoba untuk tidak pernah naik maskapai ini lagi.",1
tidak akan pernah lagi,sayangnya saya mengambil akhir-akhir ini sebagai Sabtu terakhir 22 April 2017  air jam 7.30 kali ini keterlambatan 4 jam bulan lalu keterlambatan 6 jam benar-benar tidak dapat diterima mereka benar-benar tidak mengambil adalah pelanggan dan tidak mempertimbangkan situasi dan kebutuhan pelanggan ..... tolong jangan pernah   terbang sangat putus asa sehingga tidak profesional sehingga pengambilan berbahaya adalah hidup Anda .... semoga berhasil,1
Tanpa kaki di Air,"Sayangnya, kita yang tingginya lebih dari 5 kaki dan dengan ""kaki"" harus menderita penghinaan terbang dengan  Air. Waktu pertama dan TERAKHIR saya dengan mereka pasti. Benar-benar ""tidak ada ruang untuk kaki"" dan sementara kami memahami tentang terbang tanpa embel-embel, tidak masuk akal untuk percaya bahwa mereka tidak dapat memberikan sedikit kelegaan terutama ketika ""diminta"". terlambat; tampaknya itu adalah tanda panggilan mereka. Mungkin moto mereka seharusnya Anda terbang bersama kami ""akhir-akhir ini""?",1
Rasa sesuai harga,"Schedule jam 19.10, tapi baru berangkat jam 9 malam, dengan kompensasi dapat nasi bungkus, sampai di cengkareng, nunggu bagasi 1 jam...perjalanan yang melelahkan..",3
on time,"sdh takut klo delay lagi ternyata ngga  tepat waktu dan mantap penerbangannya mulus, semoga  air terus meningkatkan kinerjanya",4
Bisa selonjor,"Seatnya nyaman, ruang kaki luas untuk tipe orang yang kakinya panjang seperti saya itu lumayan enak bisa selonjor dikiiiit. Setidaknya bisa ketiduran selama perjalanan huehe",5
Oke,Sebagai maskapai budget  Air tidak lebih baik atau lebih buruk dari yg lain. Pramugari ramah dan efisien. Pesawatnya bersih. Berangkat pada waktunya.,3
3 jam penerbangan,"Sebagai maskapai penerbangan harga murah yang terkenal di Indonesia, ruang kaki/ruang kaki lebih sedikit. Jika Anda membutuhkan lebih atau Anda bertubuh tinggi, buat permintaan khusus pada saat boarding untuk duduk di dekat pintu darurat.",3
Jangan terbang dengan Singa,"Sebagai maskapai penerbangan negara saya sendiri, saya tidak suka terbang dengannya. Penerbangan pertama dan terakhir saya. Karena tidak ada manajemen antrean, kami harus mendorong antrean dengan keras karena semua orang berkumpul untuk naik (seperti di stasiun bus). Kami harus naik bus dan berjalan jauh ke pesawat. Baik di cgk atau sin sama saja. Di dalam kabin kotor. Kebersihan adalah masalah. Sampah penumpang terakhir kurang bersih.masih di jok dan saku.Dan sirkulasi udara di dalam kabin juga berbau sesuatu.tidak standar penerbangan internasional. Harus memilih penerbangan lain dengan salah satu maskapai anggaran terbaik, saya akan memilih AA itu.",2
Harus Sabar,"Sebagai maskapai yang murah dan banyak pilihan rute,  AIR sebenarnya sangat bagus untuk dijadikan pilihan, akan tetapi sering kali mengalami keterlambatan hingga berjam-jam. Salah satu contohnya, saya terbang dari Jogja ke Jakarta di tiket tertulis 20:00 WIB tanggal 13 Juni. Jogja Jakarta rata-rata di tempuh hanya 1 jam. Tetapi yang jelas saya sampai di Jakarta sekitar pukul 00:30 tanggal 14 Juni hehhe... Lumayan kan? Sebaiknya masalah DELAY ini menjadi prioritas utama yang harus diperbaiki. Dan saran saya, kalau naik  AIR siapkan kesabaran anda....",2
Ruang kaki sempit,"Sebagai orang dengan tinggi yang lebih dari rata-rata, saya sering kesulitan untuk mengatur posisi kaki ketika duduk di kursi pesawat, mengingat lutut saya harus berhadapan langsung dengan kursi yang ada di depan saya. Saya tidak bisa duduk dengan leluasa. Inilah resiko naik penerbangan ekonomi dengan harga yang murah.",3
Pilihan Pertama Saya!,"Sebagai orang yang sering bepergian antara rute Jakarta- pura, saya mencari maskapai yang paling ekonomis ketika itu adalah pengeluaran pribadi. Saya telah mencoba mereka semua.  Air adalah pilihan pertama saya untuk rute ini. Dengan harga maskapai murah - Bagasi sudah termasuk - Tidak ada biaya tersembunyi atau navigasi yang lebih baik melalui pemesanan online mereka. - Naik dan turun di terminal yang lebih baik untuk proses imigrasi dan Bea Cukai. Hal ini penting karena T2 di Jakarta dapat menangani beberapa penerbangan yang masuk sekaligus dibandingkan dengan T3. Semoga ini akan berubah di masa depan.",4
Maskapai Terburuk di Indonesia,"Sebagai penduduk asli Indonesia, saya sangat malu melihat maskapai ini beroperasi di negara saya karena mereka adalah aib bagi bangsa. Kritik yang tak terhitung dan tak terhitung banyaknya tentang kebiasaan mereka terlambat tidak pernah dilakukan. Dan sekarang saya harus mengambil tindakan.  Air karena tidak ada pilihan yang tersedia yang sesuai dengan jadwal saya dan sekali lagi mereka mengecewakan saya karena tidak tepat waktu. Ini benar-benar bukan alasan untuk membantah Anda mendapatkan apa yang Anda bayar, karena banyak maskapai memberikan layanan yang jauh lebih baik dengan harga yang masih terjangkau .Saya sangat berharap pemerintah Indonesia mengambil tindakan tegas untuk mendisiplinkan maskapai ini dan menghentikan kegagalan ini!",1
ekonomi tidak berarti minus kan?,"sebagai penerbangan ekonomi memang tidak banyak yg perlu diharapkan dari layanan penerbangan ini...jarak antar kursi yg sangat mepet, kualitas tempat duduk minimalis,situasi penerbangan yg tidak menarik ditambah pengunduran waktu/delay menambah buruk layanan maskapai ini....",3
Tepat Waktu,"Sebagai penerbangan lowbat budget apabila anda ingin berkunjung dari Makassar ke Solo saya merekomendasikan penerbangan ini, selain murah juga tepat Waktu.",4
Untuk maskapai diskon - paling tidak menjengkelkan dan mereka menerbangkan Boeing!,"Sebagai pilot, saya melompat pulang dari AS ke Thailand hampir setiap bulan, dan memperhatikan bagaimana setiap maskapai beroperasi. Ada gangguan dan kejengkelan terus-menerus dengan setiap operator diskon baik di AS dan Asia, tetapi saya sangat terkejut dengan  Air. Pertama, mereka menerbangkan Boeing 737, bukan Airbus, yang langka di Asia. Dari pandangan pilot dan teknik, saya lebih suka Boeing secara pribadi, tetapi Anda memilih apa yang Anda inginkan. Yang paling membuat saya terkesan adalah tidak adanya gangguan dan harga yang mencongkel seperti yang dilakukan oleh semua maskapai diskon. Seperti memberi Anda kursi terburuk, meskipun pesawat masih setengah kosong saat Anda check-in online - dan Anda harus membayar untuk mendapatkan kursi yang layak. Komputer mereka diprogram untuk menipu Anda di SETIAP F$",4
Wings Air,"Sebagai salah satu dari dua maskapai penerbangan untuk tujuan ini, sayap udara memberikan pelayanan yang baik. tepat waktu adalah hal yang paling saya kenali (bandingkan dengan reputasinya).",3
Ahli dalam delay,"Sebagian besar penerbangannya terlambat, malam itu adalah penerbangan saya kembali ke rumah. Misal jam 19.55 tapi maklum molor sampai jam 21.20, mantap. Pada saat yang sama saya mendengar pengumuman delay untuk rute lain dari maskapai ini, hampir 3-4 rute semuanya delay. Saya sedang transit dari KL, jadi sangat lelah dan berharap bisa segera pulang. mengecewakan.",2
 Air Singa udara yang murah,"Sebaiknya anda menyisakan waktu yang lebih banyak untuk menaiki pesawat ini dan sebaiknya membawa makanan. penerbangan yang padat dan bersih dapat anda nikmati di perjalanan.Pramugari yang ramah dan cantik membuat anda betah di dalam pesawat, Tarif murah dan bagasi bisa sampai 20kg dapat anda nikmati untuk membawa oleh oleh buat sanak saudara di rumah.",3
Siap Siaga,"Sebaiknya menggunakan aplikasi yang bisa memantau jadwal penerbangan, agar tidak menghabiskan waktu secara percuma karena menunggu delay yang sangat lama dan juga tidak mendapatkan perhatian dari maskapai",1
benar-benar tanpa embel-embel,"Sebelum Anda melakukan pembelian tiket dengan  Air (Kecuali Malindo), ketahuilah dengan baik bahwa tidak peduli seberapa awal Anda memutuskan untuk membatalkan penerbangan, Anda TIDAK akan mendapatkan pengembalian uang untuk itu. Pastinya memiliki ruang kaki yang lebih baik dan lebih luas dari kompetitornya. Ini juga memiliki jatah bagasi gratis 15 kilo yang membedakannya dari yang lain dari jenisnya. Terkadang melewatkan jadwal dengan buruk. Tidak yakin apakah saya akan merekomendasikan.",3
Tidak Cukup Maskapai Terbaik,"Sebelum penerbangan saya pergi, ada masalah tentang layanan yang tidak memuaskan seperti penerbangan yang delay dan bagasi yang dicuri, dan semua mata tertuju pada penerbangan ini:  Air. Penerbangan itu sering dilanda masalah di masa lalu. Saya pikir mereka akan membersihkan 'dosa' mereka kepada pelanggan mereka. Tapi, saya tidak menemukan masalah yang diperbaiki dari sebelumnya. Apa yang saya temukan? Keterlambatan penerbangan, bagasi rusak (walaupun barang-barang saya diberi label rapuh), dan perjalanan yang tidak aman. Tidak direkomendasikan untuk turis mana pun yang peduli dengan barang dan kehidupan mereka (terbang bersama mereka menakutkan, saya selalu merasa khawatir).",2
Tidak akan pernah terbang bersama mereka lagi,"Sebelum terbang kami menerima pemberitahuan bahwa penerbangan kami dijadwalkan ulang sehingga leg kedua akan lepas landas sebelum yang pertama mendarat. Kami menerima email baru yang menunjukkan bahwa waktu telah berubah kembali dan tidak memikirkannya. Ketika kami mencoba untuk check-in (5 pagi di KUL) mereka mengatakan bahwa mereka tidak dapat memeriksa tas kami sepenuhnya. Ketika kami meminta info lebih lanjut, mereka akhirnya menyadari bahwa itu karena jadwal ulang leg kedua dan bahwa kami juga (bukan hanya tas kami) tidak akan melakukan penerbangan. Mereka memberi tahu kami bahwa kami harus memesan penerbangan baru dengan  dan mengklaim bahwa mereka tidak dapat memindahkan kami ke penerbangan itu karena itu adalah operator yang berbeda. Ini biaya Â£ 400 tambahan untuk kami berdua. Ketika kami akhirnya tiba, tas kami telah tertahan di Jakarta. Meskipun kami mendapatkannya keesokan harinya, itu adalah trauma yang tidak kami butuhkan setelah perjalanan yang sangat panjang. Hampir sebulan kemudian dan kami masih belum berhasil mendapatkan pengembalian uang untuk penerbangan asli meskipun mereka telah berjanji berkali-kali .Kami terus mengalami masalah penerbangan dengan setiap penerbangan yang kami lakukan dengan  Air.",1
Pengalaman menggunakan  pada penerbangan malam,"Sebelumnya beberapa kali pernah menggunakan  untuk keperluan perjalanan kerja. Namun buat saya  bukan pilihan utama karena terikat aturan lowest logical fare di perusahaan.
Pada satu kesempatan saya harus kembali ke Jakarta dari Batam dengan pilihan penerbangan paling malam pukul 19.00 WIB. Sebetulnya penerbangan malam yang terakhir (last flight) sangat saya hindari karena pada umumnya mengalami delay (delay) akibat akumulasi keterlambatan penerbangan sebelumnya. Ternyata dugaan saya meleset, saat menunggu di boarding room disampaikan pemberitahuan bahwa penerbangan terjadwal berangkat tepat waktu. Wow...saya happy banget karena membandingkan dengan nasib penumpang yang duduk didepan saya sedang duduk menunggu penerbangannya yang telah mengalami delay lebih dari satu jam padahal pesawat yang digunakan masih satu group dengan .
Saya sangat puas dengan ketepatan waktunya apalagi harga yang ditawarkan sangat bersaing dibandingkan maskapai yang terbang tujuan Batam ke jakarta pada pukul 19.15.
Hanya saja kekurangan yang mendasar dari  menurut pendapat saya dari Pramugari yang kurang ramah. Pada penerbangan dengan  selalu terasa keramahannya hanya beda tipis dengan maskapai berbiaya rendah dari satu group-nya.",4
Dipindahkan dari  Air,"Sebelumnya saya melakukan pemesanan dengan  Air, namun entah karena apa sehingga pesawat di ubah ke satu grupnya, yakni .
Saya belum pernah menaiki  sehingga tidak tahu akan fasilitasnya, yang mengejutkan yaitu saya dapat snack roti dan minum hehe. Lumayan lah, karena  Air tidak dapat snack.
Pesawat dan kursi penumpangnya pun jauh lebih bagus .",5
Semoga konsisten,"Sebelumnya saya mengucapkan terima kasih kepada Maskapai  air karena menjadi satu-satunya maskapai yg membuka rute Bandung - Lombok PP (Direct - No transit). Meskipun jadwal hanya 1 kali sehari tapi sudah cukup, sebelumnya ada maskapai lain yg membuka rute seperti ini namun hanya bertahan satu tahun saja. Di balik semua kekurangan dari  air yg mungkin sudah seringkali kita dengar, namun alhamdulillah sejauh ini saya selalu nyaman, meskipun kadang delay tapi tidak terlalu lama. Semoga pelayanan dapat ditingkatkan. ",4
used to be,"sebelumnya sudah dibikin GR duluan, karena pada saat lihat pertama transit di Bali nya suma sebentar, tapi ternyata lumayan lama. Gpp juga sih... kebetulan berangkantnya dini hari... jadi sampai di Bali bisa Brunch sekalian.",4
Layanan Fantastis yang Tak Terduga,"Sebelumnya, diakui lebih dari 5 tahun yang lalu, maskapai Indonesia memiliki reputasi buruk, bahwa otoritas Eropa melarang mereka dari wilayah udara Eropa. Salut, hormat, dan kekaguman yang luar biasa kepada industri penerbangan Indonesia karena telah membalikkan keadaan dan terus melakukan perbaikan.  Air adalah salah satu maskapai penerbangan yang reputasinya tidak begitu bagus sebelumnya. Pesawat tua, catatan perawatan yang meragukan, delay yang tidak dapat diandalkan. Saya kira itu bagian dari rasa sakit yang tumbuh. Sekarang  Air adalah salah satu grup maskapai penerbangan yang dominan, di Indonesia dan Asia Tenggara kehadiran mereka berkembang dan membuat maskapai lama kehilangan uang mereka. Hari Jumat 20 Januari pukul 09.00 WIB keberangkatan dari Soekarno-Hatta menuju Kuala Lumpur, dijadwalkan tiba tengah malam. Teman penerbangan saya dan saya telah bermain golf di Bogor dan kami butuh 3 jam 30 menit untuk sampai ke bandara. Kami mengantisipasi dan memperhitungkan kemacetan Jumat malam itu masih membingungkan kami, tetapi itu bisa diatasi. Kontak pertama dengan  Air, di konter check in. Kami memiliki tas golf untuk check-in, sedikit stres bahwa kami mungkin melebihi tunjangan berat. Staf  Air keren dan efisien dengan proses check-in dan tentu saja menenangkan saraf kami. Kami tidak perlu membayar biaya kelebihan bagasi atau bahkan biaya apa pun hanya untuk check-in tas golf kami. Poin plus utama dibandingkan dengan .  menagih saya untuk check-in tas golf. Sekarang jika harga tiket dikurangi secara signifikan untuk memperhitungkan biaya bagasi, itu dapat diterima. Tapi TIDAK.... harga tiketnya hampir mirip, tapi  masih mengenakan biaya tambahan untuk check-in peralatan olahraga. Jadi sekarang, Any Airline Harapkan  untuk saya. Pesawat tersebut berjenis Boeing 737-900 ER dengan kapasitas 215 penumpang. Itu adalah kelas semua-ekonomi dan penerbangan itu benar-benar penuh tanpa kursi kosong. Saya kira Kuala Lumpur-Jakarta dengan cepat menjadi rute London-Paris di timur, mengambil alih rute Kuala Lumpur- pura, apa dengan ekonomi Indonesia yang meningkat pesat. Prosedur biasa oleh kru dan kami berangkat. Satu-satunya gangguan kecil saya adalah ruang kaki agak sempit untuk saya, dan saya tidak tinggi, hanya 5' 8"". Saya kira saya sudah terbiasa dengan kenyamanan, tetapi penerbangannya sedikit di bawah 2 jam, tidak perlu percikan keluar. Kami tidak memesan makanan di muka dan hampir semua orang tertidur. Awak kabin sangat membantu, dengan bantuan penyimpanan tas di atas kepala yang diberikan kepada penumpang lanjut usia, distribusi air di sana-sini untuk menghindari dehidrasi.   Air adalah salah satu dari sedikit maskapai penerbangan regional yang sebagian besar memiliki 737-900 ER dalam armadanya. Saya angkat topi kepada pemilik  Air karena membuat keputusan yang tepat. Tentu saja jauh lebih baik daripada pekerja keras Boeing sebelumnya, versi 400. Touch down luar biasa, pilot  Air yang dilakukan dengan baik, eksekusi yang baik untuk jam-jam pelatihan itu. Saya harus mengatakan, saya awalnya acuh tak acuh tentang  Air, tapi hei, saya benar-benar terkejut dan terkesan, dari aplikasi pemesanan mereka menggunakan iPhone saya dengan mudah , ke seluruh urutan check-in, terbang dan d de-pesawat. Selamat  Air, saya pasti akan merekomendasikan kepada rekan dan teman saya tentang  Air.",4
